physical_segment_id,directed_segment_id,h3_res10,direction,endpoint_a_latitude,endpoint_a_longitude,endpoint_b_latitude,endpoint_b_longitude,route_distance_m,route_duration_reference_s,reference_duration_source,route_geometry,route_midpoint_latitude,route_midpoint_longitude,midpoint_distance_from_h3_m,route_intersects_or_near_h3,route_detour_ratio,snap_used,snap_status,route_status,segment_status,segment_quality_score,segment_algorithm_version,road_name,locality,sub_locality,formatted_address,segment_created_at,historical_station,normalized_propensity,corrected_rank,phase2_run_id,phase3_run_id
pseg_b12ddc82b5ab486f,pseg_b12ddc82b5ab486f_A_TO_B,8a61892191a7fff,A_TO_B,12.987488,77.733703,12.983433,77.73365,451.2,65.0,route_adv,"{""type"": ""LineString"", ""coordinates"": [[77.7337, 12.98749], [77.7337, 12.9873], [77.7337, 12.98707], [77.73369, 12.98649], [77.73367, 12.98563], [77.73367, 12.98557], [77.73367, 12.98506], [77.73367, 12.98493], [77.73368, 12.98432], [77.73367, 12.98417], [77.73367, 12.9841], [77.73365, 12.98363], [77.73365, 12.98352], [77.73365, 12.98343]]}",12.985459752379771,77.73367,44.729457706450226,True,1.0005943353230662,True,SNAPPED,OK,VALID,0.972436,phase3-seg-v1,Pattandur Agrahara Road,Whitefield,EOIZ Industrial Area,"Pattandur Agrahara Road, Harman Campus, EOIZ Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",2026-06-22T19:09:30.627159+05:30,WHITEFIELD,0.1386833318540078,1018.0,20260622_132248_phase2,20260622_190858_phase3
pseg_b12ddc82b5ab486f,pseg_b12ddc82b5ab486f_B_TO_A,8a61892191a7fff,B_TO_A,12.983433,77.73365,12.987488,77.733703,451.2,65.0,route_adv,"{""type"": ""LineString"", ""coordinates"": [[77.7337, 12.98749], [77.7337, 12.9873], [77.7337, 12.98707], [77.73369, 12.98649], [77.73367, 12.98563], [77.73367, 12.98557], [77.73367, 12.98506], [77.73367, 12.98493], [77.73368, 12.98432], [77.73367, 12.98417], [77.73367, 12.9841], [77.73365, 12.98363], [77.73365, 12.98352], [77.73365, 12.98343]]}",12.985459752379771,77.73367,44.729457706450226,True,1.0005943353230662,True,SNAPPED,OK,VALID,0.972436,phase3-seg-v1,Pattandur Agrahara Road,Whitefield,EOIZ Industrial Area,"Pattandur Agrahara Road, Harman Campus, EOIZ Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",2026-06-22T19:09:30.627159+05:30,WHITEFIELD,0.1386833318540078,1018.0,20260622_132248_phase2,20260622_190858_phase3
pseg_870033930925f9fb,pseg_870033930925f9fb_A_TO_B,8a618920e98ffff,A_TO_B,12.943562,77.747045,12.939513,77.747451,455.7,36.5,route_adv,"{""type"": ""LineString"", ""coordinates"": [[77.74705, 12.94356], [77.74705, 12.94333], [77.74705, 12.94286], [77.74705, 12.94257], [77.74702, 12.94246], [77.74702, 12.94229], [77.74703, 12.94208], [77.74705, 12.94175], [77.74709, 12.94157], [77.74713, 12.94131], [77.74716, 12.9411], [77.74719, 12.94082], [77.74721, 12.94051], [77.74723, 12.94038], [77.74731, 12.94013], [77.74743, 12.93973], [77.74745, 12.93951]]}",12.941520943008333,77.74709754722949,50.93933814459437,True,1.007354517200911,True,SNAPPED,OK,VALID,0.965534,phase3-seg-v1,Varthur Main Road,Varthur Marattahalli,KSRTC Travel House Junction,"Varthur Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",2026-06-22T19:09:36.692096+05:30,WHITEFIELD,0.13786449908381193,1062.0,20260622_132248_phase2,20260622_190858_phase3
pseg_870033930925f9fb,pseg_870033930925f9fb_B_TO_A,8a618920e98ffff,B_TO_A,12.939513,77.747451,12.943562,77.747045,455.7,36.5,route_adv,"{""type"": ""LineString"", ""coordinates"": [[77.74705, 12.94356], [77.74705, 12.94333], [77.74705, 12.94286], [77.74705, 12.94257], [77.74702, 12.94246], [77.74702, 12.94229], [77.74703, 12.94208], [77.74705, 12.94175], [77.74709, 12.94157], [77.74713, 12.94131], [77.74716, 12.9411], [77.74719, 12.94082], [77.74721, 12.94051], [77.74723, 12.94038], [77.74731, 12.94013], [77.74743, 12.93973], [77.74745, 12.93951]]}",12.941520943008333,77.74709754722949,50.93933814459437,True,1.007354517200911,True,SNAPPED,OK,VALID,0.965534,phase3-seg-v1,Varthur Main Road,Varthur Marattahalli,KSRTC Travel House Junction,"Varthur Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",2026-06-22T19:09:36.692096+05:30,WHITEFIELD,0.13786449908381193,1062.0,20260622_132248_phase2,20260622_190858_phase3
pseg_fdaa6de03b18fc94,pseg_fdaa6de03b18fc94_A_TO_B,8a618921d8d7fff,A_TO_B,12.967905,77.749539,12.964164,77.748499,450.8,46.7,route_adv,"{""type"": ""LineString"", ""coordinates"": [[77.74954, 12.96791], [77.74955, 12.96794], [77.74965, 12.96792], [77.74963, 12.96783], [77.74954, 12.96757], [77.74935, 12.96688], [77.7492, 12.96638], [77.74912, 12.96614], [77.74887, 12.96537], [77.74874, 12.96495], [77.74871, 12.96483], [77.7485, 12.96416], [77.7485, 12.96416]]}",12.966099388492204,77.74910681444553,55.66938173174205,True,1.0460001278947688,True,SNAPPED,OK,VALID,0.961554,phase3-seg-v1,Whitefield Main Road,Whitefield,Narayanappa Garden,"Whitefield Main Road, Narayanappa Garden, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",2026-06-22T19:09:38.170391+05:30,WHITEFIELD,0.135687912382995,1107.0,20260622_132248_phase2,20260622_190858_phase3
pseg_fdaa6de03b18fc94,pseg_fdaa6de03b18fc94_B_TO_A,8a618921d8d7fff,B_TO_A,12.964164,77.748499,12.967905,77.749539,450.8,46.7,route_adv,"{""type"": ""LineString"", ""coordinates"": [[77.74954, 12.96791], [77.74955, 12.96794], [77.74965, 12.96792], [77.74963, 12.96783], [77.74954, 12.96757], [77.74935, 12.96688], [77.7492, 12.96638], [77.74912, 12.96614], [77.74887, 12.96537], [77.74874, 12.96495], [77.74871, 12.96483], [77.7485, 12.96416], [77.7485, 12.96416]]}",12.966099388492204,77.74910681444553,55.66938173174205,True,1.0460001278947688,True,SNAPPED,OK,VALID,0.961554,phase3-seg-v1,Whitefield Main Road,Whitefield,Narayanappa Garden,"Whitefield Main Road, Narayanappa Garden, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",2026-06-22T19:09:38.170391+05:30,WHITEFIELD,0.135687912382995,1107.0,20260622_132248_phase2,20260622_190858_phase3
pseg_3a63d028ae18fc47,pseg_3a63d028ae18fc47_A_TO_B,8a618921d1a7fff,A_TO_B,12.972404,77.750308,12.968475,77.749887,450.6,41.4,route_adv,"{""type"": ""LineString"", ""coordinates"": [[77.75031, 12.9724], [77.75029, 12.97223], [77.75027, 12.97212], [77.75025, 12.97187], [77.75022, 12.97163], [77.75018, 12.97137], [77.75014, 12.97103], [77.75008, 12.97054], [77.75004, 12.97028], [77.74998, 12.9698], [77.74985, 12.96896], [77.7498, 12.96862], [77.74978, 12.96849], [77.74984, 12.96848], [77.74989, 12.96848]]}",12.970389208002013,77.75005680123108,20.045418468705815,True,1.025815872166971,True,SNAPPED,OK,VALID,0.985058,phase3-seg-v1,Whitefield Main Road,Whitefield,HBK Layout,"Whitefield Main Road, HBK Layout, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",2026-06-22T19:09:40.212709+05:30,WHITEFIELD,0.13546440333614057,1155.0,20260622_132248_phase2,20260622_190858_phase3
pseg_3a63d028ae18fc47,pseg_3a63d028ae18fc47_B_TO_A,8a618921d1a7fff,B_TO_A,12.968475,77.749887,12.972404,77.750308,450.6,41.4,route_adv,"{""type"": ""LineString"", ""coordinates"": [[77.75031, 12.9724], [77.75029, 12.97223], [77.75027, 12.97212], [77.75025, 12.97187], [77.75022, 12.97163], [77.75018, 12.97137], [77.75014, 12.97103], [77.75008, 12.97054], [77.75004, 12.97028], [77.74998, 12.9698], [77.74985, 12.96896], [77.7498, 12.96862], [77.74978, 12.96849], [77.74984, 12.96848], [77.74989, 12.96848]]}",12.970389208002013,77.75005680123108,20.045418468705815,True,1.025815872166971,True,SNAPPED,OK,VALID,0.985058,phase3-seg-v1,Whitefield Main Road,Whitefield,HBK Layout,"Whitefield Main Road, HBK Layout, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",2026-06-22T19:09:40.212709+05:30,WHITEFIELD,0.13546440333614057,1155.0,20260622_132248_phase2,20260622_190858_phase3
pseg_92b513a6d6e6e35b,pseg_92b513a6d6e6e35b_A_TO_B,8a618920ac07fff,A_TO_B,12.96519,77.733309,12.961213,77.732666,449.2,64.6,route_adv,"{""type"": ""LineString"", ""coordinates"": [[77.73331, 12.96519], [77.73331, 12.96519], [77.73327, 12.96489], [77.73327, 12.9645], [77.7332, 12.96396], [77.73318, 12.96382], [77.73314, 12.96354], [77.7331, 12.96322], [77.733, 12.96253], [77.73297, 12.96235], [77.73292, 12.96212], [77.73283, 12.96178], [77.73278, 12.9616], [77.73276, 12.96152], [77.73271, 12.96137], [77.73267, 12.96121]]}",12.963183647659813,77.7330947315449,45.51768236795433,True,1.0034005918325544,True,SNAPPED,OK,VALID,0.971905,phase3-seg-v1,Nallurahalli Road,Siddapura,The Dunmore House,"Nallurahalli Road, The Dunmore House, Siddapura, Bengaluru, Karnataka. Pin-560066 (India)",2026-06-22T19:09:42.236647+05:30,WHITEFIELD,0.133042723459248,1222.0,20260622_132248_phase2,20260622_190858_phase3
pseg_92b513a6d6e6e35b,pseg_92b513a6d6e6e35b_B_TO_A,8a618920ac07fff,B_TO_A,12.961213,77.732666,12.96519,77.733309,449.2,64.6,route_adv,"{""type"": ""LineString"", ""coordinates"": [[77.73331, 12.96519], [77.73331, 12.96519], [77.73327, 12.96489], [77.73327, 12.9645], [77.7332, 12.96396], [77.73318, 12.96382], [77.73314, 12.96354], [77.7331, 12.96322], [77.733, 12.96253], [77.73297, 12.96235], [77.73292, 12.96212], [77.73283, 12.96178], [77.73278, 12.9616], [77.73276, 12.96152], [77.73271, 12.96137], [77.73267, 12.96121]]}",12.963183647659813,77.7330947315449,45.51768236795433,True,1.0034005918325544,True,SNAPPED,OK,VALID,0.971905,phase3-seg-v1,Nallurahalli Road,Siddapura,The Dunmore House,"Nallurahalli Road, The Dunmore House, Siddapura, Bengaluru, Karnataka. Pin-560066 (India)",2026-06-22T19:09:42.236647+05:30,WHITEFIELD,0.133042723459248,1222.0,20260622_132248_phase2,20260622_190858_phase3
pseg_f16f70c887bab5cc,pseg_f16f70c887bab5cc_A_TO_B,8a618921d127fff,A_TO_B,12.968963,77.74985,12.965294,77.749231,454.9,52.1,route_adv,"{""type"": ""LineString"", ""coordinates"": [[77.74985, 12.96896], [77.74985, 12.96896], [77.7498, 12.96862], [77.74978, 12.96849], [77.74972, 12.96816], [77.7497, 12.96808], [77.74965, 12.96792], [77.74963, 12.96783], [77.74954, 12.96757], [77.74935, 12.96688], [77.7492, 12.96638], [77.74912, 12.96614], [77.74887, 12.96537], [77.74903, 12.96533], [77.74914, 12.96531], [77.74923, 12.96529]]}",12.9669764300396,77.74937655319931,32.038199995557555,True,1.1002506997696948,True,SNAPPED,OK,VALID,0.96803,phase3-seg-v1,,Whitefield,Vaswani Pinnacle,"Whitefield Main Road, Vaswani Pinnacle, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",2026-06-22T19:09:43.861435+05:30,WHITEFIELD,0.133042723459248,1223.0,20260622_132248_phase2,20260622_190858_phase3
pseg_f16f70c887bab5cc,pseg_f16f70c887bab5cc_B_TO_A,8a618921d127fff,B_TO_A,12.965294,77.749231,12.968963,77.74985,454.9,52.1,route_adv,"{""type"": ""LineString"", ""coordinates"": [[77.74985, 12.96896], [77.74985, 12.96896], [77.7498, 12.96862], [77.74978, 12.96849], [77.74972, 12.96816], [77.7497, 12.96808], [77.74965, 12.96792], [77.74963, 12.96783], [77.74954, 12.96757], [77.74935, 12.96688], [77.7492, 12.96638], [77.74912, 12.96614], [77.74887, 12.96537], [77.74903, 12.96533], [77.74914, 12.96531], [77.74923, 12.96529]]}",12.9669764300396,77.74937655319931,32.038199995557555,True,1.1002506997696948,True,SNAPPED,OK,VALID,0.96803,phase3-seg-v1,,Whitefield,Vaswani Pinnacle,"Whitefield Main Road, Vaswani Pinnacle, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",2026-06-22T19:09:43.861435+05:30,WHITEFIELD,0.133042723459248,1223.0,20260622_132248_phase2,20260622_190858_phase3
pseg_d7ca4484c63e1934,pseg_d7ca4484c63e1934_A_TO_B,8a618920a98ffff,A_TO_B,12.956413,77.733058,12.955978,77.728928,450.6,46.5,route_adv,"{""type"": ""LineString"", ""coordinates"": [[77.73306, 12.95641], [77.73291, 12.95639], [77.73243, 12.95631], [77.73195, 12.95624], [77.73146, 12.95618], [77.73097, 12.95613], [77.73033, 12.95609], [77.7301, 12.95607], [77.72989, 12.95606], [77.72943, 12.95601], [77.72893, 12.95598], [77.72893, 12.95598]]}",12.956133245648218,77.73100180735253,51.62378098576689,True,1.0009996506187648,True,SNAPPED,OK,VALID,0.968592,phase3-seg-v1,HAL Airport Road,Siddapura,,"HAL Airport Road, Siddapura, Bengaluru, Karnataka. Pin-560066 (India)",2026-06-22T19:09:46.345547+05:30,WHITEFIELD,0.13282382936720685,1248.0,20260622_132248_phase2,20260622_190858_phase3
pseg_d7ca4484c63e1934,pseg_d7ca4484c63e1934_B_TO_A,8a618920a98ffff,B_TO_A,12.955978,77.728928,12.956413,77.733058,450.6,46.5,route_adv,"{""type"": ""LineString"", ""coordinates"": [[77.73306, 12.95641], [77.73291, 12.95639], [77.73243, 12.95631], [77.73195, 12.95624], [77.73146, 12.95618], [77.73097, 12.95613], [77.73033, 12.95609], [77.7301, 12.95607], [77.72989, 12.95606], [77.72943, 12.95601], [77.72893, 12.95598], [77.72893, 12.95598]]}",12.956133245648218,77.73100180735253,51.62378098576689,True,1.0009996506187648,True,SNAPPED,OK,VALID,0.968592,phase3-seg-v1,HAL Airport Road,Siddapura,,"HAL Airport Road, Siddapura, Bengaluru, Karnataka. Pin-560066 (India)",2026-06-22T19:09:46.345547+05:30,WHITEFIELD,0.13282382936720685,1248.0,20260622_132248_phase2,20260622_190858_phase3
pseg_d1442b6af73b43fa,pseg_d1442b6af73b43fa_A_TO_B,8a618920868ffff,A_TO_B,12.952165,77.716285,12.949635,77.71693,488.1,149.8,route_adv,"{""type"": ""LineString"", ""coordinates"": [[77.71629, 12.95217], [77.7175, 12.95215], [77.7175, 12.95186], [77.7175, 12.95178], [77.71751, 12.9516], [77.71751, 12.95143], [77.71755, 12.95098], [77.71759, 12.95058], [77.71732, 12.95052], [77.71713, 12.95053], [77.71682, 12.95051], [77.71693, 12.94964]]}",12.951136792245794,77.71753606291149,189.86622685230887,True,1.6838221811219642,True,SNAPPED,OK,VALID,0.796531,phase3-seg-v1,,,,,2026-06-22T19:09:47.629185+05:30,WHITEFIELD,0.13269249291198215,1281.0,20260622_132248_phase2,20260622_190858_phase3
pseg_d1442b6af73b43fa,pseg_d1442b6af73b43fa_B_TO_A,8a618920868ffff,B_TO_A,12.949635,77.71693,12.952165,77.716285,488.1,149.8,route_adv,"{""type"": ""LineString"", ""coordinates"": [[77.71629, 12.95217], [77.7175, 12.95215], [77.7175, 12.95186], [77.7175, 12.95178], [77.71751, 12.9516], [77.71751, 12.95143], [77.71755, 12.95098], [77.71759, 12.95058], [77.71732, 12.95052], [77.71713, 12.95053], [77.71682, 12.95051], [77.71693, 12.94964]]}",12.951136792245794,77.71753606291149,189.86622685230887,True,1.6838221811219642,True,SNAPPED,OK,VALID,0.796531,phase3-seg-v1,,,,,2026-06-22T19:09:47.629185+05:30,WHITEFIELD,0.13269249291198215,1281.0,20260622_132248_phase2,20260622_190858_phase3
