h3_res10,spatial_component_id,spatial_component_size,present_neighbor_count,is_spatial_island,spatial_test_status,gistar_z_score,gistar_p_value,gistar_q_value,spatial_hotspot_label
8a60144a2cb7fff,261,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a60144a2d9ffff,261,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a60144a2db7fff,427,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a60144a649ffff,262,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a60144b4d97fff,428,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a60144b586ffff,262,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a60144b5a07fff,97,7,2,False,TESTED,-1.2108808849463875,0.071,0.32917166432057776,NOT_HOT
8a60144b5a0ffff,97,7,3,False,TESTED,-0.03819181326791418,0.188,0.4172423528447674,NOT_HOT
8a60144b5a27fff,97,7,2,False,TESTED,0.8330562575861157,0.382,0.4848493200665174,NOT_SIGNIFICANT
8a60144b5a57fff,97,7,2,False,TESTED,-0.5396281455840601,0.148,0.3970041053441771,NOT_HOT
8a60144b5ae7fff,97,7,2,False,TESTED,-0.5396281455840601,0.148,0.3970041053441771,NOT_HOT
8a60144b5b17fff,97,7,1,False,TESTED,0.22786158882507435,0.339,0.47535887625308854,NOT_SIGNIFICANT
8a60144b5b1ffff,97,7,2,False,TESTED,0.038191813267919185,0.347,0.4773682282349774,NOT_SIGNIFICANT
8a6014510967fff,429,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a6014511ca7fff,430,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a601451204ffff,200,3,2,False,SPATIAL_STAT_FAILED,,,,NOT_TESTED
8a601451206ffff,200,3,2,False,SPATIAL_STAT_FAILED,,,,NOT_TESTED
8a60145120cffff,201,3,2,False,SPATIAL_STAT_FAILED,,,,NOT_TESTED
8a60145120dffff,201,3,1,False,TESTED,-1.414213562373055,0.001,0.023090197175156837,NOT_HOT
8a6014512337fff,200,3,2,False,SPATIAL_STAT_FAILED,,,,NOT_TESTED
8a60145123b7fff,201,3,1,False,TESTED,0.7071067811865344,0.001,0.023090197175156837,HOT_95
8a601451254ffff,263,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a601451255ffff,263,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a6014512617fff,431,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a601451262ffff,264,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a6014512687fff,432,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a6014512757fff,264,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a6014512847fff,433,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a6014512a0ffff,265,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a6014512a57fff,265,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a60145140a7fff,202,3,2,False,COMPONENT_CONSTANT_VALUE,,,,NOT_TESTED
8a60145140affff,202,3,1,False,COMPONENT_CONSTANT_VALUE,,,,NOT_TESTED
8a601451419ffff,202,3,1,False,COMPONENT_CONSTANT_VALUE,,,,NOT_TESTED
8a6014514807fff,21,36,3,False,TESTED,0.1997040215230348,0.463,0.49674635517353916,NOT_SIGNIFICANT
8a6014514827fff,21,36,3,False,TESTED,0.1997040215230348,0.399,0.4873234322649205,NOT_SIGNIFICANT
8a601451482ffff,21,36,3,False,TESTED,1.4475864915918404,0.146,0.3964892346761776,NOT_SIGNIFICANT
8a6014514837fff,21,36,4,False,TESTED,0.04498424211344493,0.253,0.44734653094867327,NOT_SIGNIFICANT
8a601451495ffff,21,36,1,False,TESTED,1.1509793685018868,0.388,0.4853906842593073,NOT_SIGNIFICANT
8a601451498ffff,21,36,3,False,TESTED,-1.1902973180768586,0.093,0.35673225601643616,NOT_HOT
8a601451499ffff,21,36,2,False,TESTED,-0.5138157266071202,0.476,0.4995878885112284,NOT_HOT
8a60145149affff,21,36,2,False,TESTED,-0.6358174023835668,0.155,0.4009841858607394,NOT_HOT
8a6014514c07fff,21,36,2,False,TESTED,1.4308551039719704,0.174,0.41411154831043634,NOT_SIGNIFICANT
8a6014514c17fff,21,36,1,False,TESTED,1.1509793685018868,0.382,0.4848493200665174,NOT_SIGNIFICANT
8a6014514c27fff,21,36,3,False,TESTED,0.8761718340907907,0.333,0.47371442987884865,NOT_SIGNIFICANT
8a6014514d0ffff,21,36,3,False,TESTED,0.9773818401856467,0.198,0.4220941323978499,NOT_SIGNIFICANT
8a6014514d1ffff,21,36,3,False,TESTED,-0.5767682716847624,0.242,0.4448629385822831,NOT_HOT
8a6014514d47fff,21,36,2,False,TESTED,0.35828970737303056,0.237,0.44272081864061696,NOT_SIGNIFICANT
8a6014514d6ffff,21,36,2,False,TESTED,-0.951379453924342,0.116,0.3752791100805932,NOT_HOT
8a6014514d77fff,21,36,2,False,TESTED,0.2942144643092119,0.352,0.478131395186821,NOT_SIGNIFICANT
8a6014514d87fff,21,36,3,False,TESTED,-1.7511106219043235,0.079,0.3402721444097155,NOT_HOT
8a6014514da7fff,21,36,4,False,TESTED,-1.21012587273357,0.069,0.32527781410919754,NOT_HOT
8a6014514daffff,21,36,3,False,TESTED,-1.3127693864748524,0.3,0.4679005419220933,NOT_HOT
8a6014514db7fff,21,36,5,False,TESTED,-0.5382419056212138,0.362,0.4797334982257906,NOT_HOT
8a6014516127fff,434,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a6014516487fff,81,9,3,False,TESTED,0.7758407136187025,0.348,0.47785073251866583,NOT_SIGNIFICANT
8a601451649ffff,81,9,1,False,TESTED,0.5023981061103551,0.393,0.48633544331791523,NOT_SIGNIFICANT
8a60145164a7fff,81,9,3,False,TESTED,1.5538260571292912,0.068,0.32525103311050624,NOT_SIGNIFICANT
8a60145164b7fff,81,9,4,False,TESTED,1.688493134549119,0.085,0.34949721038008535,NOT_SIGNIFICANT
8a60145164cffff,116,6,1,False,TESTED,1.1877957836550526,0.384,0.4850873245340743,NOT_SIGNIFICANT
8a6014516597fff,81,9,4,False,TESTED,-0.7758407136187058,0.37,0.48272989764594987,NOT_HOT
8a601451659ffff,81,9,4,False,TESTED,-0.2701502403368278,0.226,0.4381587016256695,NOT_HOT
8a60145165b7fff,81,9,2,False,TESTED,-1.591330502276773,0.001,0.023090197175156837,NOT_HOT
8a601451661ffff,435,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a60145166b7fff,116,6,3,False,TESTED,-1.1877957836550488,0.001,0.023090197175156837,NOT_HOT
8a601451679ffff,116,6,2,False,TESTED,-0.2454768324614639,0.1,0.3612269992477323,NOT_HOT
8a60145167affff,436,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a6014516957fff,437,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a6014516c97fff,438,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a601451845ffff,266,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a60145187a7fff,266,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a601451bda7fff,439,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a601451d69ffff,440,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a601451e29ffff,267,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a601451e2c7fff,441,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a601451e4cffff,268,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a601451e66ffff,267,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a601451e7b7fff,268,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a601453341ffff,117,6,1,False,TESTED,-1.3776588753177115,0.001,0.023090197175156837,NOT_HOT
8a6014533487fff,117,6,4,False,TESTED,-0.48276925300310936,0.001,0.023090197175156837,NOT_HOT
8a601453348ffff,117,6,2,False,TESTED,-0.8464714064374572,0.292,0.465467060660444,NOT_HOT
8a6014533497fff,117,6,2,False,TESTED,0.9390342881447328,0.406,0.4873234322649205,NOT_SIGNIFICANT
8a60145334affff,117,6,3,False,TESTED,-0.516155901411676,0.101,0.36135739396482025,NOT_HOT
8a60145334b7fff,117,6,2,False,TESTED,0.9390342881447328,0.432,0.4892510225002893,NOT_SIGNIFICANT
8a6014533557fff,442,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a6014536497fff,443,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a601458031ffff,444,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a601458034ffff,42,17,4,False,TESTED,-0.8281558592889925,0.317,0.4693970996227559,NOT_HOT
8a601458035ffff,42,17,1,False,TESTED,-0.09849964955123992,0.127,0.38485641989950903,NOT_HOT
8a6014580367fff,42,17,2,False,TESTED,-0.7828016053170408,0.253,0.44734653094867327,NOT_HOT
8a601458036ffff,42,17,3,False,TESTED,-0.7961919731966497,0.225,0.43809522648967764,NOT_HOT
8a6014580527fff,11,64,2,False,TESTED,0.801871863297119,0.355,0.478131395186821,NOT_SIGNIFICANT
8a6014580807fff,98,7,3,False,TESTED,-0.021717789724413024,0.484,0.4995878885112284,NOT_HOT
8a6014580817fff,98,7,6,False,SPATIAL_STAT_FAILED,,,,NOT_TESTED
8a601458081ffff,98,7,3,False,TESTED,0.03513310926101606,0.373,0.48355557220150724,NOT_SIGNIFICANT
8a6014580837fff,98,7,3,False,TESTED,0.9062735199532174,0.138,0.3912103898145284,NOT_SIGNIFICANT
8a60145808a7fff,98,7,3,False,TESTED,1.4994497651136285,0.092,0.35591064458137744,NOT_SIGNIFICANT
8a60145808affff,98,7,3,False,TESTED,0.5714584554360006,0.3,0.4679005419220933,NOT_SIGNIFICANT
8a60145808c7fff,445,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a601458092ffff,269,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a601458098ffff,98,7,3,False,TESTED,1.4425988661282019,0.147,0.3964892346761776,NOT_SIGNIFICANT
8a6014580ac7fff,42,17,3,False,TESTED,-0.21347142720637177,0.418,0.48833017349243163,NOT_HOT
8a6014580ad7fff,42,17,3,False,TESTED,-0.21347142720637177,0.467,0.49741245385706856,NOT_HOT
8a6014580adffff,42,17,3,False,TESTED,-0.42792928784163703,0.476,0.4995878885112284,NOT_HOT
8a6014580af7fff,42,17,2,False,TESTED,0.088327648493261,0.349,0.4781088973267681,NOT_SIGNIFICANT
8a6014580b67fff,446,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a6014580c67fff,270,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a6014580c77fff,270,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a6014580c87fff,11,64,1,False,TESTED,0.45915938575368404,0.419,0.4883357083523736,NOT_SIGNIFICANT
8a6014580c9ffff,11,64,3,False,TESTED,1.6753446311993907,0.035,0.25568238322255626,NOT_SIGNIFICANT
8a6014580cd7fff,11,64,1,False,TESTED,0.9033202784605033,0.154,0.4009841858607394,NOT_SIGNIFICANT
8a6014581017fff,166,4,3,False,SPATIAL_STAT_FAILED,,,,NOT_TESTED
8a601458101ffff,166,4,2,False,TESTED,0.05882352941176271,0.316,0.46913970893402024,NOT_SIGNIFICANT
8a6014581057fff,447,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a60145810a7fff,166,4,2,False,TESTED,1.3529411764705854,0.33,0.4721847089208925,NOT_SIGNIFICANT
8a60145810affff,166,4,3,False,SPATIAL_STAT_FAILED,,,,NOT_TESTED
8a6014581227fff,118,6,3,False,TESTED,-0.08689346333012345,0.482,0.4995878885112284,NOT_HOT
8a601458122ffff,118,6,2,False,TESTED,1.0023720147784516,0.492,0.4996789244567456,NOT_SIGNIFICANT
8a6014581237fff,118,6,3,False,TESTED,-1.6590932298479115,0.001,0.023090197175156837,NOT_HOT
8a601458124ffff,65,11,1,False,TESTED,1.7514164023374819,0.084,0.3487954818983845,NOT_SIGNIFICANT
8a6014581277fff,118,6,1,False,TESTED,1.659093229847918,0.208,0.42642897815757475,NOT_SIGNIFICANT
8a601458131ffff,118,6,3,False,TESTED,-1.6590932298479115,0.001,0.023090197175156837,NOT_HOT
8a60145813affff,118,6,2,False,TESTED,-1.0023720147784576,0.102,0.36135739396482025,NOT_HOT
8a6014581527fff,42,17,3,False,TESTED,2.0405499390203743,0.064,0.31639967917595263,NOT_SIGNIFICANT
8a6014581667fff,448,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a6014581687fff,119,6,3,False,TESTED,-1.9698097132592294,0.001,0.023090197175156837,NOT_HOT
8a601458168ffff,119,6,3,False,TESTED,-1.9698097132592294,0.001,0.023090197175156837,NOT_HOT
8a601458169ffff,119,6,3,False,TESTED,-0.14815133962310917,0.313,0.4688231905614775,NOT_HOT
8a60145816affff,119,6,2,False,TESTED,-1.818892727355569,0.001,0.023090197175156837,NOT_HOT
8a6014581a77fff,203,3,1,False,TESTED,0.7071067811867878,0.49,0.4995878885112284,NOT_SIGNIFICANT
8a6014581b4ffff,203,3,1,False,TESTED,0.7071067811867878,0.49,0.4995878885112284,NOT_SIGNIFICANT
8a6014581b5ffff,203,3,2,False,SPATIAL_STAT_FAILED,,,,NOT_TESTED
8a6014581c87fff,42,17,4,False,TESTED,-1.1759492035319956,0.164,0.4105578344695422,NOT_HOT
8a6014581c8ffff,42,17,4,False,TESTED,1.366788326392045,0.119,0.37783956374714084,NOT_SIGNIFICANT
8a6014581c97fff,42,17,4,False,TESTED,-1.3369936960233624,0.118,0.3771900131440965,NOT_HOT
8a6014581c9ffff,42,17,4,False,TESTED,-1.0710828504346455,0.035,0.25568238322255626,NOT_HOT
8a6014581cb7fff,42,17,4,False,TESTED,-1.7186637134497498,0.002,0.0395167804004362,NOT_HOT
8a6014581cc7fff,42,17,2,False,TESTED,1.9761679788767366,0.054,0.3002379681278333,NOT_SIGNIFICANT
8a6014581cd7fff,42,17,4,False,TESTED,1.560384725932541,0.345,0.4763977469467535,NOT_SIGNIFICANT
8a6014581cdffff,42,17,2,False,TESTED,1.9761679788767366,0.081,0.34311367007468246,NOT_SIGNIFICANT
8a6014582097fff,449,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a6014582427fff,450,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a60145824c7fff,57,12,3,False,TESTED,-1.717043294296905,0.035,0.25568238322255626,NOT_HOT
8a60145824cffff,57,12,4,False,TESTED,-1.549712273728161,0.049,0.29142625500457453,NOT_HOT
8a60145824dffff,57,12,3,False,TESTED,0.1523374705341798,0.268,0.4559329787074951,NOT_SIGNIFICANT
8a60145824effff,57,12,3,False,TESTED,-1.07444365638622,0.166,0.4116971446405426,NOT_HOT
8a6014582657fff,451,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a6014582687fff,57,12,2,False,TESTED,-0.49322249190621187,0.403,0.4873234322649205,NOT_HOT
8a601458269ffff,57,12,1,False,TESTED,-0.5790985337913295,0.175,0.414349457970718,NOT_HOT
8a60145826b7fff,57,12,2,False,TESTED,0.21733735944377336,0.338,0.475088087178893,NOT_SIGNIFICANT
8a60145827b7fff,57,12,2,False,TESTED,-0.28262863041369035,0.391,0.4853906842593073,NOT_HOT
8a6014582907fff,11,64,5,False,TESTED,-1.315421810629248,0.278,0.45992244539317134,NOT_HOT
8a6014582917fff,11,64,6,False,TESTED,-1.9828860161613553,0.044,0.28007783632020694,NOT_HOT
8a601458291ffff,11,64,3,False,TESTED,-1.9037938881152636,0.007,0.10278304556658738,NOT_HOT
8a6014582927fff,11,64,6,False,TESTED,-1.3614547573765783,0.062,0.31470344313259785,NOT_HOT
8a601458292ffff,11,64,3,False,TESTED,-0.7455710225089002,0.132,0.38744566091155247,NOT_HOT
8a6014582937fff,11,64,5,False,TESTED,-2.0641667500754295,0.081,0.34311367007468246,NOT_HOT
8a6014582987fff,11,64,4,False,TESTED,-0.6706166652379398,0.293,0.465467060660444,NOT_HOT
8a6014582997fff,11,64,3,False,TESTED,-0.13261397289545793,0.321,0.46946052100252167,NOT_HOT
8a60145829a7fff,11,64,6,False,TESTED,-1.0115242203731802,0.135,0.3894561644221918,NOT_HOT
8a60145829affff,11,64,4,False,TESTED,-0.948317488027311,0.38,0.4848493200665174,NOT_HOT
8a60145829b7fff,11,64,5,False,TESTED,0.010158539274437547,0.453,0.49275153396355564,NOT_SIGNIFICANT
8a6014582c27fff,11,64,2,False,TESTED,2.1596746895745746,0.034,0.25276769050444015,NOT_SIGNIFICANT
8a6014582c4ffff,452,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a6014582c97fff,271,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a6014582d0ffff,11,64,3,False,TESTED,1.6325370822912213,0.04,0.27290845276444703,NOT_SIGNIFICANT
8a6014582d17fff,11,64,5,False,TESTED,1.2926030663974168,0.038,0.26509951754203903,NOT_SIGNIFICANT
8a6014582d1ffff,11,64,4,False,TESTED,1.3012048521867046,0.496,0.4996789244567456,NOT_SIGNIFICANT
8a6014582d2ffff,11,64,2,False,TESTED,-1.050084814396686,0.193,0.4199497493566272,NOT_HOT
8a6014582d37fff,11,64,3,False,TESTED,0.380107880547486,0.434,0.4897263155169942,NOT_SIGNIFICANT
8a6014582d87fff,11,64,4,False,TESTED,1.6314061382806848,0.139,0.39234515415970683,NOT_SIGNIFICANT
8a6014582d97fff,11,64,3,False,TESTED,1.208116497060733,0.285,0.4635580052328373,NOT_SIGNIFICANT
8a6014582da7fff,11,64,5,False,TESTED,0.7592225856909844,0.166,0.4116971446405426,NOT_SIGNIFICANT
8a6014582daffff,11,64,4,False,TESTED,1.6668666271855088,0.027,0.22874245197652912,NOT_SIGNIFICANT
8a6014582db7fff,11,64,3,False,TESTED,1.8348216073704653,0.043,0.2785302624844088,NOT_SIGNIFICANT
8a6014583667fff,204,3,1,False,TESTED,1.3835851768949847,0.49,0.4995878885112284,NOT_SIGNIFICANT
8a6014583757fff,204,3,1,False,TESTED,-0.9453059879105188,0.001,0.023090197175156837,NOT_HOT
8a601458375ffff,204,3,2,False,SPATIAL_STAT_FAILED,,,,NOT_TESTED
8a60145838a7fff,272,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a601458399ffff,272,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a6014583c1ffff,144,5,1,False,TESTED,-1.7504882003673614,0.001,0.023090197175156837,NOT_HOT
8a6014583c77fff,453,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a6014583c8ffff,144,5,2,False,TESTED,0.21942624975958394,0.471,0.498965080456152,NOT_SIGNIFICANT
8a6014583c97fff,454,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a6014583ca7fff,144,5,1,False,TESTED,0.5759602889375011,0.239,0.44294364384070933,NOT_SIGNIFICANT
8a6014583caffff,144,5,3,False,TESTED,-0.7416128072501059,0.251,0.4471672993023709,NOT_HOT
8a6014583cd7fff,144,5,1,False,TESTED,0.6969770805947207,0.486,0.4995878885112284,NOT_SIGNIFICANT
8a6014584067fff,89,8,1,False,TESTED,0.6028550201005055,0.438,0.4904800232212187,NOT_SIGNIFICANT
8a6014584087fff,1,2121,3,False,TESTED,-0.16802276438601793,0.496,0.4996789244567456,NOT_HOT
8a601458408ffff,1,2121,3,False,TESTED,-0.6079458073752546,0.298,0.46653125400842427,NOT_HOT
8a601458409ffff,1,2121,3,False,TESTED,-0.6079458073752546,0.138,0.3912103898145284,NOT_HOT
8a60145840b7fff,1,2121,2,False,TESTED,-0.07150908803182239,0.476,0.4995878885112284,NOT_HOT
8a601458410ffff,89,8,2,False,TESTED,-2.0994178368579823,0.001,0.023090197175156837,NOT_HOT
8a6014584127fff,167,4,1,False,TESTED,0.30154211317319907,0.001,0.023090197175156837,HOT_95
8a6014584147fff,89,8,5,False,TESTED,0.8652482156515757,0.226,0.4381587016256695,NOT_SIGNIFICANT
8a6014584157fff,89,8,4,False,TESTED,-2.130408999234426,0.001,0.023090197175156837,NOT_HOT
8a601458415ffff,89,8,3,False,TESTED,-0.2755972533608761,0.356,0.478131395186821,NOT_HOT
8a6014584167fff,89,8,3,False,TESTED,1.1743975940713873,0.202,0.4246053163789305,NOT_SIGNIFICANT
8a601458416ffff,89,8,2,False,TESTED,1.560207914649292,0.19,0.418839380742012,NOT_SIGNIFICANT
8a6014584177fff,89,8,4,False,TESTED,-1.7178137053854565,0.058,0.3087739513321337,NOT_HOT
8a6014584187fff,1,2121,1,False,TESTED,0.1974822382338709,0.205,0.42486448063056514,NOT_SIGNIFICANT
8a6014584197fff,1,2121,3,False,TESTED,0.11395939220735883,0.384,0.4850873245340743,NOT_SIGNIFICANT
8a60145842dffff,269,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a6014584307fff,205,3,2,False,SPATIAL_STAT_FAILED,,,,NOT_TESTED
8a601458430ffff,205,3,1,False,TESTED,1.0818303724048082,0.49,0.4995878885112284,NOT_SIGNIFICANT
8a6014584337fff,205,3,1,False,TESTED,0.24790182933834137,0.49,0.4995878885112284,NOT_SIGNIFICANT
8a6014584437fff,1,2121,3,False,TESTED,1.090104369398616,0.258,0.4497174932625539,NOT_SIGNIFICANT
8a60145844a7fff,1,2121,3,False,TESTED,-0.27215328188529925,0.413,0.4873234322649205,NOT_HOT
8a60145844b7fff,1,2121,3,False,TESTED,-0.9458824445203741,0.049,0.29142625500457453,NOT_HOT
8a601458450ffff,1,2121,2,False,TESTED,-0.3191615495939926,0.452,0.4923003983859261,NOT_HOT
8a601458451ffff,1,2121,3,False,TESTED,0.6236735683395219,0.118,0.3771900131440965,NOT_SIGNIFICANT
8a601458452ffff,1,2121,1,False,TESTED,-0.2647629100184687,0.224,0.43745009642137617,NOT_HOT
8a601458456ffff,1,2121,2,False,TESTED,0.061875189392243,0.287,0.4643737298179767,NOT_SIGNIFICANT
8a6014584587fff,1,2121,4,False,TESTED,-0.08811579667351892,0.443,0.49057437164209067,NOT_HOT
8a601458458ffff,1,2121,5,False,TESTED,0.5754358192653806,0.196,0.4210317292295203,NOT_SIGNIFICANT
8a601458459ffff,1,2121,4,False,TESTED,-0.23752771816728682,0.283,0.46311949835412036,NOT_HOT
8a60145845affff,1,2121,4,False,TESTED,0.9812004435011213,0.087,0.3524088830697753,NOT_SIGNIFICANT
8a60145845b7fff,1,2121,1,False,TESTED,0.06762077921915602,0.464,0.49700416979929396,NOT_SIGNIFICANT
8a601458460ffff,1,2121,2,False,TESTED,-0.9759811947086114,0.098,0.360639990568161,NOT_HOT
8a6014584627fff,1,2121,2,False,TESTED,-1.4626205897832938,0.005,0.08087911907133165,NOT_HOT
8a601458462ffff,1,2121,4,False,TESTED,-0.9531286025655357,0.288,0.4650970726829273,NOT_HOT
8a6014584647fff,1,2121,2,False,TESTED,-0.16527695684633514,0.421,0.48844819081094426,NOT_HOT
8a601458464ffff,1,2121,1,False,TESTED,-0.12812292372607198,0.343,0.4762046614280148,NOT_HOT
8a6014584677fff,1,2121,4,False,TESTED,-0.9212787930613789,0.074,0.33311315414008746,NOT_HOT
8a6014584707fff,1,2121,3,False,TESTED,-1.3080596117425543,0.038,0.26509951754203903,NOT_HOT
8a601458470ffff,1,2121,3,False,TESTED,-1.0431678236933264,0.253,0.44734653094867327,NOT_HOT
8a6014584727fff,1,2121,4,False,TESTED,-0.8063587956586048,0.337,0.475088087178893,NOT_HOT
8a601458472ffff,1,2121,3,False,TESTED,-1.3080596117425543,0.007,0.10278304556658738,NOT_HOT
8a601458475ffff,1,2121,2,False,TESTED,-0.7379713199675625,0.098,0.360639990568161,NOT_HOT
8a6014584807fff,1,2121,1,False,TESTED,1.4436920728025382,0.05,0.2926441395496042,NOT_SIGNIFICANT
8a6014584837fff,1,2121,4,False,TESTED,0.47174008551968344,0.499,0.4996789244567456,NOT_SIGNIFICANT
8a601458489ffff,167,4,2,False,TESTED,0.17409542021255509,0.356,0.478131395186821,NOT_SIGNIFICANT
8a6014584907fff,1,2121,4,False,TESTED,0.956108553072361,0.077,0.3368320932714227,NOT_SIGNIFICANT
8a601458490ffff,1,2121,5,False,TESTED,0.04118964818360924,0.404,0.4873234322649205,NOT_SIGNIFICANT
8a601458491ffff,1,2121,4,False,TESTED,0.2462699228607904,0.191,0.4196298499605549,NOT_SIGNIFICANT
8a6014584927fff,1,2121,3,False,TESTED,1.1881469552519357,0.134,0.3888575749893151,NOT_SIGNIFICANT
8a601458492ffff,1,2121,5,False,TESTED,0.6917819985449533,0.295,0.4662514773838784,NOT_SIGNIFICANT
8a601458494ffff,455,1,0,True,INSUFFICIENT_NEIGHBORS,,,,NOT_TESTED
8a6014584957fff,1,2121,2,False,TESTED,-0.42961363862761975,0.487,0.4995878885112284,NOT_HOT
8a6014584967fff,1,2121,4,False,TESTED,0.6794351100993886,0.179,0.4151351516311233,NOT_SIGNIFICANT
8a6014584977fff,1,2121,5,False,TESTED,0.2997003313470592,0.175,0.414349457970718,NOT_SIGNIFICANT
8a6014584987fff,1,2121,4,False,TESTED,-0.4862360078377141,0.419,0.4883357083523736,NOT_HOT
8a601458498ffff,1,2121,4,False,TESTED,-0.1444940411039003,0.461,0.49613744714451413,NOT_HOT
8a6014584997fff,1,2121,4,False,TESTED,0.118447477697229,0.498,0.4996789244567456,NOT_SIGNIFICANT
8a601458499ffff,1,2121,4,False,TESTED,-0.09885271471028524,0.258,0.4497174932625539,NOT_HOT
8a60145849affff,1,2121,4,False,TESTED,0.04395923769641875,0.23,0.439974017078184,NOT_SIGNIFICANT
8a6014584a17fff,273,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a6014584a1ffff,273,2,1,False,COMPONENT_TOO_SMALL,,,,NOT_TESTED
8a6014584c07fff,1,2121,3,False,TESTED,-0.585862726525117,0.292,0.465467060660444,NOT_HOT
8a6014584c17fff,1,2121,3,False,TESTED,-0.585862726525117,0.188,0.4172423528447674,NOT_HOT
8a6014584c1ffff,1,2121,3,False,TESTED,-0.8656710263846643,0.272,0.45784336393257086,NOT_HOT
8a6014584c37fff,1,2121,3,False,TESTED,-0.5694806366585129,0.182,0.415838563539374,NOT_HOT
8a6014584c67fff,167,4,1,False,TESTED,-0.30154211317319907,0.338,0.475088087178893,NOT_HOT
8a6014584c6ffff,167,4,2,False,TESTED,-1.566712226560252,0.001,0.023090197175156837,NOT_HOT
8a6014584cc7fff,1,2121,3,False,TESTED,-0.549815320047749,0.394,0.4866725083209607,NOT_HOT
8a6014584ccffff,1,2121,3,False,TESTED,-0.1859260984697611,0.454,0.49347461280027,NOT_HOT
8a6014584ce7fff,1,2121,3,False,TESTED,-0.9947073249582732,0.095,0.35764705433565025,NOT_HOT
8a6014584ceffff,1,2121,3,False,TESTED,-0.549815320047749,0.243,0.4454796949283097,NOT_HOT
8a6014584d07fff,1,2121,2,False,TESTED,0.13043058801810484,0.301,0.4679005419220933,NOT_SIGNIFICANT
8a6014584d27fff,1,2121,5,False,TESTED,0.08322240213467398,0.37,0.48272989764594987,NOT_SIGNIFICANT
